(0x0008,0x0001); UL; Length to End; LengthToEnd; 1; RET
(0x0014,0x5004); IS; LINAC Output; LINACOutput; 1; 
(0x0018,0x0010); LO; Contrast/Bolus; ContrastBolusAgent; 1; 
(0x0018,0x0012); SQ; Contrast/Bolus; ContrastBolusAgentSequence; 1; 
(0x0018,0x0014); SQ; Administration; ContrastBolusAdministrationRouteSequence; 1; 
(0x0018,0x0015); CS; Body Part Examined; BodyPartExamined; 1; 
(0x0018,0x0020); CS; Scanning Sequence; ScanningSequence; 1-; 
(0x0018,0x0021); CS; Sequence Variant; SequenceVariant; 1-; 
(0x0018,0x0022); CS; Scan Options; ScanOptions; 1-; 
(0x0018,0x0023); CS; MR Acquisition Type; MRAcquisitionType; 1; 
(0x0018,0x0024); SH; Sequence Name; SequenceName; 1; 
(0x0018,0x0025); CS; Angio Flag; AngioFlag; 1; 
(0x0018,0x0026); SQ; Information; InterventionDrugInformationSequence; 1; 
(0x0018,0x0027); TM; Intervention Drug; InterventionDrugStopTime; 1; 
(0x0018,0x0028); DS; Intervention Drug; InterventionDrugDose; 1; 
(0x0018,0x0029); SQ; Intervention Drug; InterventionDrugCodeSequence; 1; 
(0x0018,0x002A); SQ; Additional Drug; AdditionalDrugSequence; 1; 
(0x0018,0x0030); LO; Radionuclide; Radionuclide; 1-; RET
(0x0018,0x0031); LO; Radiopharmaceutical; Radiopharmaceutical; 1; 
(0x0018,0x0032); DS; Energy Window; EnergyWindowCenterline; 1; RET
(0x0018,0x0033); DS; Energy Window Total; EnergyWindowTotalWidth; 1-; RET
(0x0018,0x0034); LO; Intervention Drug; InterventionDrugName; 1; 
(0x0018,0x0035); TM; Intervention Drug; InterventionDrugStartTime; 1; 
(0x0018,0x0036); SQ; Intervention; InterventionSequence; 1; 
(0x0018,0x0037); CS; Therapy Type; TherapyType; 1; RET
(0x0018,0x0038); CS; Intervention Status; InterventionStatus; 1; 
(0x0018,0x0039); CS; Therapy Description; TherapyDescription; 1; RET
(0x0018,0x003A); ST; Intervention; InterventionDescription; 1; 
(0x0018,0x0040); IS; Cine Rate; CineRate; 1; 
(0x0018,0x0042); CS; Initial Cine Run; InitialCineRunState; 1; 
(0x0018,0x0050); DS; Slice Thickness; SliceThickness; 1; 
(0x0018,0x0060); DS; KVP; KVP; 1; 
(0x0018,0x0070); IS; Counts Accumulated; CountsAccumulated; 1; 
(0x0018,0x0071); CS; Termination; AcquisitionTerminationCondition; 1; 
(0x0018,0x0072); DS; Effective Duration; EffectiveDuration; 1; 
(0x0018,0x0073); CS; Acquisition Start; AcquisitionStartCondition; 1; 
(0x0018,0x0074); IS; Acquisition Start; AcquisitionStartConditionData; 1; 
(0x0018,0x0075); IS; Termination; AcquisitionTerminationConditionData; 1; 
(0x0018,0x0080); DS; Repetition Time; RepetitionTime; 1; 
(0x0018,0x0081); DS; Echo Time; EchoTime; 1; 
(0x0018,0x0082); DS; Inversion Time; InversionTime; 1; 
(0x0018,0x0083); DS; Number of Averages; NumberOfAverages; 1; 
(0x0018,0x0084); DS; Imaging Frequency; ImagingFrequency; 1; 
(0x0018,0x0085); SH; Imaged Nucleus; ImagedNucleus; 1; 
(0x0018,0x0086); IS; Echo Number(s); EchoNumbers; 1-; 
(0x0018,0x0087); DS; Magnetic Field; MagneticFieldStrength; 1; 
(0x0018,0x0088); DS; Spacing Between; SpacingBetweenSlices; 1; 
(0x0018,0x0089); IS; Number of Phase; NumberOfPhaseEncodingSteps; 1; 
(0x0018,0x0090); DS; Data Collection; DataCollectionDiameter; 1; 
(0x0018,0x0091); IS; Echo Train Length; EchoTrainLength; 1; 
(0x0018,0x0093); DS; Percent Sampling; PercentSampling; 1; 
(0x0018,0x0094); DS; Percent Phase Field; PercentPhaseFieldOfView; 1; 
(0x0018,0x0095); DS; Pixel Bandwidth; PixelBandwidth; 1; 
(0x0018,0x1000); LO; Device Serial; DeviceSerialNumber; 1; 
(0x0018,0x1002); UI; Device UID; DeviceUID; 1; 
(0x0018,0x1003); LO; Device ID; DeviceID; 1; 
(0x0018,0x1004); LO; Plate ID; PlateID; 1; 
(0x0018,0x1005); LO; Generator ID; GeneratorID; 1; 
(0x0018,0x1006); LO; Grid ID; GridID; 1; 
(0x0018,0x1007); LO; Cassette ID; CassetteID; 1; 
(0x0018,0x1008); LO; Gantry ID; GantryID; 1; 
(0x0018,0x1010); LO; Secondary Capture; SecondaryCaptureDeviceID; 1; 
(0x0018,0x1011); LO; Hardcopy Creation; HardcopyCreationDeviceID; 1; RET
(0x0018,0x1012); DA; Date of Secondary; DateOfSecondaryCapture; 1; 
(0x0018,0x1014); TM; Time of Secondary; TimeOfSecondaryCapture; 1; 
(0x0018,0x1016); LO; Secondary Capture; SecondaryCaptureDeviceManufacturer; 1; 
(0x0018,0x1017); LO; Hardcopy Device; HardcopyDeviceManufacturer; 1; RET
(0x0018,0x1018); LO; Device; SecondaryCaptureDeviceManufacturerModelName; 1; 
(0x0018,0x1019); LO; Device Software; SecondaryCaptureDeviceSoftwareVersions; n; 
(0x0018,0x101A); LO; Hardcopy Device; HardcopyDeviceSoftwareVersion; 1-; RET
(0x0018,0x101B); LO; Manufacturers; HardcopyDeviceManufacturerModelName; 1; RET
(0x0018,0x1020); LO; Software Version(s); SoftwareVersions; 1-; 
(0x0018,0x1022); SH; Video Image Format; VideoImageFormatAcquired; 1; 
(0x0018,0x1023); LO; Digital Image; DigitalImageFormatAcquired; 1; 
(0x0018,0x1030); LO; Protocol Name; ProtocolName; 1; 
(0x0018,0x1040); LO; Contrast/Bolus; ContrastBolusRoute; 1; 
(0x0018,0x1041); DS; Contrast/Bolus; ContrastBolusVolume; 1; 
(0x0018,0x1042); TM; Contrast/Bolus; ContrastBolusStartTime; 1; 
(0x0018,0x1043); TM; Contrast/Bolus Stop; ContrastBolusStopTime; 1; 
(0x0018,0x1044); DS; Contrast/Bolus; ContrastBolusTotalDose; 1; 
(0x0018,0x1045); IS; Syringe Counts; SyringeCounts; 1; 
(0x0018,0x1046); DS; Contrast Flow Rate; ContrastFlowRate; 1-; 
(0x0018,0x1047); DS; Contrast Flow; ContrastFlowDuration; 1-; 
(0x0018,0x1048); CS; Contrast/Bolus; ContrastBolusIngredient; 1; 
(0x0018,0x1049); DS; Ingredient; ContrastBolusIngredientConcentration; 1; 
(0x0018,0x1050); DS; Spatial Resolution; SpatialResolution; 1; 
(0x0018,0x1060); DS; Trigger Time; TriggerTime; 1; 
(0x0018,0x1061); LO; Trigger Source or Type; TriggerSourceOrType; 1; 
(0x0018,0x1062); IS; Nominal Interval; NominalInterval; 1; 
(0x0018,0x1063); DS; Frame Time; FrameTime; 1; 
(0x0018,0x1064); LO; Cardiac Framing; CardiacFramingType; 1; 
(0x0018,0x1065); DS; Frame Time Vector; FrameTimeVector; 1-; 
(0x0018,0x1066); DS; Frame Delay; FrameDelay; 1; 
(0x0018,0x1067); DS; Image Trigger Delay; ImageTriggerDelay; 1; 
(0x0018,0x1068); DS; Multiplex Group; MultiplexGroupTimeOffset; 1; 
(0x0018,0x1069); DS; Trigger Time Offset; TriggerTimeOffset; 1; 
(0x0018,0x106A); CS; Synchronization; SynchronizationTrigger; 1; 
(0x0018,0x106C); US; Synchronization; SynchronizationChannel; 2; 
(0x0018,0x106E); UL; Trigger Sample; TriggerSamplePosition; 1; 
(0x0018,0x1070); LO; Radiopharmaceutical; RadiopharmaceuticalRoute; 1; 
(0x0018,0x1071); DS; Radiopharmaceutical; RadiopharmaceuticalVolume; 1; 
(0x0018,0x1072); TM; Radiopharmaceutical; RadiopharmaceuticalStartTime; 1; 
(0x0018,0x1073); TM; Radiopharmaceutical; RadiopharmaceuticalStopTime; 1; 
(0x0018,0x1074); DS; Radionuclide Total; RadionuclideTotalDose; 1; 
(0x0018,0x1075); DS; Radionuclide Half; RadionuclideHalfLife; 1; 
(0x0018,0x1076); DS; Radionuclide; RadionuclidePositronFraction; 1; 
(0x0018,0x1077); DS; Radiopharmaceutical; RadiopharmaceuticalSpecificActivity; 1; 
(0x0018,0x1078); DT; Radiopharmaceutical; RadiopharmaceuticalStartDateTime; 1; 
(0x0018,0x1079); DT; Radiopharmaceutical; RadiopharmaceuticalStopDateTime; 1; 
(0x0018,0x1080); CS; Beat Rejection Flag; BeatRejectionFlag; 1; 
(0x0018,0x1081); IS; Low R-R Value; LowRRValue; 1; 
(0x0018,0x1082); IS; High R-R Value; HighRRValue; 1; 
(0x0018,0x1083); IS; Intervals Acquired; IntervalsAcquired; 1; 
(0x0018,0x1084); IS; Intervals Rejected; IntervalsRejected; 1; 
(0x0018,0x1085); LO; PVC Rejection; PVCRejection; 1; 
(0x0018,0x1086); IS; Skip Beats; SkipBeats; 1; 
(0x0018,0x1088); IS; Heart Rate; HeartRate; 1; 
(0x0018,0x1090); IS; Cardiac Number of; CardiacNumberOfImages; 1; 
(0x0018,0x1094); IS; Trigger Window; TriggerWindow; 1; 
(0x0018,0x1100); DS; Reconstruction; ReconstructionDiameter; 1; 
(0x0018,0x1110); DS; Distance Source to; DistanceSourceToDetector; 1; 
(0x0018,0x1111); DS; Distance Source to; DistanceSourceToPatient; 1; 
(0x0018,0x1114); DS; Radiographic; EstimatedRadiographicMagnificationFactor; 1; 
(0x0018,0x1120); DS; Gantry/Detector; GantryDetectorTilt; 1; 
(0x0018,0x1121); DS; Gantry/Detector; GantryDetectorSlew; 1; 
(0x0018,0x1130); DS; Table Height; TableHeight; 1; 
(0x0018,0x1131); DS; Table Traverse; TableTraverse; 1; 
(0x0018,0x1134); CS; Table Motion; TableMotion; 1; 
(0x0018,0x1135); DS; Table Vertical; TableVerticalIncrement; 1-; 
(0x0018,0x1136); DS; Table Lateral; TableLateralIncrement; 1-; 
(0x0018,0x1137); DS; Table Longitudinal; TableLongitudinalIncrement; 1-; 
(0x0018,0x1138); DS; Table Angle; TableAngle; 1; 
(0x0018,0x113A); CS; Table Type; TableType; 1; 
(0x0018,0x1140); CS; Rotation Direction; RotationDirection; 1; 
(0x0018,0x1141); DS; Angular Position; AngularPosition; 1; RET
(0x0018,0x1142); DS; Radial Position; RadialPosition; 1-; 
(0x0018,0x1143); DS; Scan Arc; ScanArc; 1; 
(0x0018,0x1144); DS; Angular Step; AngularStep; 1; 
(0x0018,0x1145); DS; Center of Rotation; CenterOfRotationOffset; 1; 
(0x0018,0x1146); DS; Rotation Offset; RotationOffset; 1-; RET
(0x0018,0x1147); CS; Field of View Shape; FieldOfViewShape; 1; 
(0x0018,0x1149); IS; Field of View; FieldOfViewDimensions; 1-; 
(0x0018,0x1150); IS; Exposure Time; ExposureTime; 1; 
(0x0018,0x1151); IS; X-Ray Tube Current; XRayTubeCurrent; 1; 
(0x0018,0x1152); IS; Exposure; Exposure; 1; 
(0x0018,0x1153); IS; Exposure in As; ExposureInuAs; 1; 
(0x0018,0x1154); DS; Average Pulse Width; AveragePulseWidth; 1; 
(0x0018,0x1155); CS; Radiation Setting; RadiationSetting; 1; 
(0x0018,0x1156); CS; Rectification Type; RectificationType; 1; 
(0x0018,0x115A); CS; Radiation Mode; RadiationMode; 1; 
(0x0018,0x115E); DS; Fluoroscopy Area; ImageAndFluoroscopyAreaDoseProduct; 1; 
(0x0018,0x1160); SH; Filter Type; FilterType; 1; 
(0x0018,0x1161); LO; Type of Filters; TypeOfFilters; 1-; 
(0x0018,0x1162); DS; Intensifier Size; IntensifierSize; 1; 
(0x0018,0x1164); DS; Imager Pixel; ImagerPixelSpacing; 2; 
(0x0018,0x1166); CS; Grid; Grid; 1-; 
(0x0018,0x1170); IS; Generator Power; GeneratorPower; 1; 
(0x0018,0x1180); SH; Collimator/grid; CollimatorGridName; 1; 
(0x0018,0x1181); CS; Collimator Type; CollimatorType; 1; 
(0x0018,0x1182); IS; Focal Distance; FocalDistance; 1-; 
(0x0018,0x1183); DS; X Focus Center; XFocusCenter; 1-; 
(0x0018,0x1184); DS; Y Focus Center; YFocusCenter; 1-; 
(0x0018,0x1190); DS; Focal Spot(s); FocalSpots; 1-; 
(0x0018,0x1191); CS; Anode Target; AnodeTargetMaterial; 1; 
(0x0018,0x11A0); DS; Body Part Thickness; BodyPartThickness; 1; 
(0x0018,0x11A2); DS; Compression Force; CompressionForce; 1; 
(0x0018,0x1200); DA; Date of Last; DateOfLastCalibration; 1-; 
(0x0018,0x1201); TM; Time of Last; TimeOfLastCalibration; 1-; 
(0x0018,0x1210); SH; Convolution Kernel; ConvolutionKernel; 1-; 
(0x0018,0x1240); IS; Upper/Lower Pixel; UpperLowerPixelValues; 1-; RET
(0x0018,0x1242); IS; Actual Frame; ActualFrameDuration; 1; 
(0x0018,0x1243); IS; Count Rate; CountRate; 1; 
(0x0018,0x1244); US; Preferred Playback; PreferredPlaybackSequencing; 1; 
(0x0018,0x1250); SH; Receive Coil Name; ReceiveCoilName; 1; 
(0x0018,0x1251); SH; Transmit Coil Name; TransmitCoilName; 1; 
(0x0018,0x1260); SH; Plate Type; PlateType; 1; 
(0x0018,0x1261); LO; Phosphor Type; PhosphorType; 1; 
(0x0018,0x1300); DS; Scan Velocity; ScanVelocity; 1; 
(0x0018,0x1301); CS; Whole Body; WholeBodyTechnique; 1-; 
(0x0018,0x1302); IS; Scan Length; ScanLength; 1; 
(0x0018,0x1310); US; Acquisition Matrix; AcquisitionMatrix; 4; 
(0x0018,0x1312); CS; In-plane Phase; InPlanePhaseEncodingDirection; 1; 
(0x0018,0x1314); DS; Flip Angle; FlipAngle; 1; 
(0x0018,0x1315); CS; Variable Flip Angle; VariableFlipAngleFlag; 1; 
(0x0018,0x1316); DS; SAR; SAR; 1; 
(0x0018,0x1318); DS; dB/dt; dBdt; 1; 
(0x0018,0x1400); LO; Processing; AcquisitionDeviceProcessingDescription; 1; 
(0x0018,0x1401); LO; Acquisition Device; AcquisitionDeviceProcessingCode; 1; 
(0x0018,0x1402); CS; Cassette; CassetteOrientation; 1; 
(0x0018,0x1403); CS; Cassette Size; CassetteSize; 1; 
(0x0018,0x1404); US; Exposures on Plate; ExposuresOnPlate; 1; 
(0x0018,0x1405); IS; Relative X-Ray; RelativeXRayExposure; 1; 
(0x0018,0x1411); DS; Exposure Index; ExposureIndex; 1; 
(0x0018,0x1412); DS; Target Exposure; TargetExposureIndex; 1; 
(0x0018,0x1413); DS; Deviation Index; DeviationIndex; 1; 
(0x0018,0x1450); DS; Column Angulation; ColumnAngulation; 1; 
(0x0018,0x1460); DS; Tomo Layer Height; TomoLayerHeight; 1; 
(0x0018,0x1470); DS; Tomo Angle; TomoAngle; 1; 
(0x0018,0x1480); DS; Tomo Time; TomoTime; 1; 
(0x0018,0x1490); CS; Tomo Type; TomoType; 1; 
(0x0018,0x1491); CS; Tomo Class; TomoClass; 1; 
(0x0018,0x1495); IS; Tomosynthesis; NumberOfTomosynthesisSourceImages; 1; 
(0x0018,0x1500); CS; Positioner Motion; PositionerMotion; 1; 
(0x0018,0x1508); CS; Positioner Type; PositionerType; 1; 
(0x0018,0x1510); DS; Positioner Primary; PositionerPrimaryAngle; 1; 
(0x0018,0x1511); DS; Positioner; PositionerSecondaryAngle; 1; 
(0x0018,0x1520); DS; Positioner Primary; PositionerPrimaryAngleIncrement; 1-; 
(0x0018,0x1521); DS; Secondary Angle; PositionerSecondaryAngleIncrement; n; 
(0x0018,0x1530); DS; Detector Primary; DetectorPrimaryAngle; 1; 
(0x0018,0x1531); DS; Detector Secondary; DetectorSecondaryAngle; 1; 
(0x0018,0x1600); CS; Shutter Shape; ShutterShape; 1-; 
(0x0018,0x1602); IS; Shutter Left; ShutterLeftVerticalEdge; 1; 
(0x0018,0x1604); IS; Shutter Right; ShutterRightVerticalEdge; 1; 
(0x0018,0x1606); IS; Shutter Upper; ShutterUpperHorizontalEdge; 1; 
(0x0018,0x1608); IS; Shutter Lower; ShutterLowerHorizontalEdge; 1; 
(0x0018,0x1610); IS; Center of Circular; CenterOfCircularShutter; 2; 
(0x0018,0x1612); IS; Radius of Circular; RadiusOfCircularShutter; 1; 
(0x0018,0x1620); IS; Vertices of the; VerticesOfThePolygonalShutter; 2-; 
(0x0018,0x1622); US; Shutter; ShutterPresentationValue; 1; 
(0x0018,0x1623); US; Shutter Overlay; ShutterOverlayGroup; 1; 
(0x0018,0x1624); US; Presentation Color; ShutterPresentationColorCIELabValue; 3; 
(0x0018,0x1700); CS; Collimator Shape; CollimatorShape; 1-; 
(0x0018,0x1702); IS; Collimator Left; CollimatorLeftVerticalEdge; 1; 
(0x0018,0x1704); IS; Collimator Right; CollimatorRightVerticalEdge; 1; 
(0x0018,0x1706); IS; Collimator Upper; CollimatorUpperHorizontalEdge; 1; 
(0x0018,0x1708); IS; Collimator Lower; CollimatorLowerHorizontalEdge; 1; 
(0x0018,0x1710); IS; Center of Circular; CenterOfCircularCollimator; 2; 
(0x0018,0x1712); IS; Radius of Circular; RadiusOfCircularCollimator; 1; 
(0x0018,0x1720); IS; Polygonal; VerticesOfThePolygonalCollimator; 2n; 
(0x0018,0x1800); CS; Acquisition Time; AcquisitionTimeSynchronized; 1; 
(0x0018,0x1801); SH; Time Source; TimeSource; 1; 
(0x0018,0x1802); CS; Time Distribution; TimeDistributionProtocol; 1; 
(0x0018,0x1803); LO; NTP Source Address; NTPSourceAddress; 1; 
(0x0018,0x2001); IS; Page Number Vector; PageNumberVector; 1-; 
(0x0018,0x2002); SH; Frame Label Vector; FrameLabelVector; 1-; 
(0x0018,0x2003); DS; Frame Primary Angle; FramePrimaryAngleVector; 1-; 
(0x0018,0x2004); DS; Frame Secondary; FrameSecondaryAngleVector; 1-; 
(0x0018,0x2005); DS; Slice Location; SliceLocationVector; 1-; 
(0x0018,0x2006); SH; Display Window; DisplayWindowLabelVector; 1-; 
(0x0018,0x2010); DS; Nominal Scanned; NominalScannedPixelSpacing; 2; 
(0x0018,0x2020); CS; Digitizing Device; DigitizingDeviceTransportDirection; 1; 
(0x0018,0x2030); DS; Rotation of Scanned; RotationOfScannedFilm; 1; 
(0x0018,0x3100); CS; IVUS Acquisition; IVUSAcquisition; 1; 
(0x0018,0x3101); DS; IVUS Pullback Rate; IVUSPullbackRate; 1; 
(0x0018,0x3102); DS; IVUS Gated Rate; IVUSGatedRate; 1; 
(0x0018,0x3103); IS; IVUS Pullback Start; IVUSPullbackStartFrameNumber; 1; 
(0x0018,0x3104); IS; IVUS Pullback Stop; IVUSPullbackStopFrameNumber; 1; 
(0x0018,0x3105); IS; Lesion Number; LesionNumber; 1-; 
(0x0018,0x4000); LT; Acquisition; AcquisitionComments; 1; RET
(0x0018,0x5000); SH; Output Power; OutputPower; 1-; 
(0x0018,0x5010); LO; Transducer Data; TransducerData; 1-; 
(0x0018,0x5012); DS; Focus Depth; FocusDepth; 1; 
(0x0018,0x5020); LO; Processing Function; ProcessingFunction; 1; 
(0x0018,0x5021); LO; Postprocessing; PostprocessingFunction; 1; RET
(0x0018,0x5022); DS; Mechanical Index; MechanicalIndex; 1; 
(0x0018,0x5024); DS; Bone Thermal Index; BoneThermalIndex; 1; 
(0x0018,0x5026); DS; Cranial Thermal; CranialThermalIndex; 1; 
(0x0018,0x5027); DS; Soft Tissue Thermal; SoftTissueThermalIndex; 1; 
(0x0018,0x5028); DS; Soft Tissue-focus; SoftTissueFocusThermalIndex; 1; 
(0x0018,0x5029); DS; Soft Tissue-surface; SoftTissueSurfaceThermalIndex; 1; 
(0x0018,0x5030); DS; Dynamic Range; DynamicRange; 1; RET
(0x0018,0x5040); DS; Total Gain; TotalGain; 1; RET
(0x0018,0x5050); IS; Depth of Scan Field; DepthOfScanField; 1; 
(0x0018,0x5100); CS; Patient Position; PatientPosition; 1; 
(0x0018,0x5101); CS; View Position; ViewPosition; 1; 
(0x0018,0x5104); SQ; Eponymous Name Code; ProjectionEponymousNameCodeSequence; 1; 
(0x0018,0x5210); DS; Transformation; ImageTransformationMatrix; 6; RET
(0x0018,0x5212); DS; Image Translation; ImageTranslationVector; 3; RET
(0x0018,0x6000); DS; Sensitivity; Sensitivity; 1; 
(0x0018,0x6011); SQ; Sequence of; SequenceOfUltrasoundRegions; 1; 
(0x0018,0x6012); US; Region Spatial; RegionSpatialFormat; 1; 
(0x0018,0x6014); US; Region Data Type; RegionDataType; 1; 
(0x0018,0x6016); UL; Region Flags; RegionFlags; 1; 
(0x0018,0x6018); UL; Region Location Min; RegionLocationMinX0; 1; 
(0x0018,0x601A); UL; Region Location Min; RegionLocationMinY0; 1; 
(0x0018,0x601C); UL; Region Location Max; RegionLocationMaxX1; 1; 
(0x0018,0x601E); UL; Region Location Max; RegionLocationMaxY1; 1; 
(0x0018,0x6020); SL; Reference Pixel X0; ReferencePixelX0; 1; 
(0x0018,0x6022); SL; Reference Pixel Y0; ReferencePixelY0; 1; 
(0x0018,0x6024); US; Physical Units X; PhysicalUnitsXDirection; 1; 
(0x0018,0x6026); US; Physical Units Y; PhysicalUnitsYDirection; 1; 
(0x0018,0x6028); FD; Reference Pixel; ReferencePixelPhysicalValueX; 1; 
(0x0018,0x602A); FD; Reference Pixel; ReferencePixelPhysicalValueY; 1; 
(0x0018,0x602C); FD; Physical Delta X; PhysicalDeltaX; 1; 
(0x0018,0x602E); FD; Physical Delta Y; PhysicalDeltaY; 1; 
(0x0018,0x6030); UL; Transducer; TransducerFrequency; 1; 
(0x0018,0x6031); CS; Transducer Type; TransducerType; 1; 
(0x0018,0x6032); UL; Pulse Repetition; PulseRepetitionFrequency; 1; 
(0x0018,0x6034); FD; Doppler Correction; DopplerCorrectionAngle; 1; 
(0x0018,0x6036); FD; Steering Angle; SteeringAngle; 1; 
(0x0018,0x6038); UL; Volume X Position; DopplerSampleVolumeXPositionRetired; 1; RET
(0x0018,0x6039); SL; Doppler Sample; DopplerSampleVolumeXPosition; 1; 
(0x0018,0x603A); UL; Volume Y Position; DopplerSampleVolumeYPositionRetired; 1; RET
(0x0018,0x603B); SL; Doppler Sample; DopplerSampleVolumeYPosition; 1; 
(0x0018,0x603C); UL; TM-Line Position X0; TMLinePositionX0Retired; 1; RET
(0x0018,0x603D); SL; TM-Line Position X0; TMLinePositionX0; 1; 
(0x0018,0x603E); UL; TM-Line Position Y0; TMLinePositionY0Retired; 1; RET
(0x0018,0x603F); SL; TM-Line Position Y0; TMLinePositionY0; 1; 
(0x0018,0x6040); UL; TM-Line Position X1; TMLinePositionX1Retired; 1; RET
(0x0018,0x6041); SL; TM-Line Position X1; TMLinePositionX1; 1; 
(0x0018,0x6042); UL; TM-Line Position Y1; TMLinePositionY1Retired; 1; RET
(0x0018,0x6043); SL; TM-Line Position Y1; TMLinePositionY1; 1; 
(0x0018,0x6044); US; Pixel Component; PixelComponentOrganization; 1; 
(0x0018,0x6046); UL; Pixel Component; PixelComponentMask; 1; 
(0x0018,0x6048); UL; Pixel Component; PixelComponentRangeStart; 1; 
(0x0018,0x604A); UL; Pixel Component; PixelComponentRangeStop; 1; 
(0x0018,0x604C); US; Pixel Component; PixelComponentPhysicalUnits; 1; 
(0x0018,0x604E); US; Pixel Component; PixelComponentDataType; 1; 
(0x0018,0x6050); UL; Number of Table; NumberOfTableBreakPoints; 1; 
(0x0018,0x6052); UL; Table of X Break; TableOfXBreakPoints; 1-; 
(0x0018,0x6054); FD; Table of Y Break; TableOfYBreakPoints; 1-; 
(0x0018,0x6056); UL; Number of Table; NumberOfTableEntries; 1; 
(0x0018,0x6058); UL; Table of Pixel; TableOfPixelValues; 1-; 
(0x0018,0x605A); FL; Table of Parameter; TableOfParameterValues; 1-; 
(0x0018,0x6060); FL; R Wave Time Vector; RWaveTimeVector; 1-; 
(0x0018,0x7000); CS; Detector Conditions; DetectorConditionsNominalFlag; 1; 
(0x0018,0x7001); DS; Detector; DetectorTemperature; 1; 
(0x0018,0x7004); CS; Detector Type; DetectorType; 1; 
(0x0018,0x7005); CS; Detector; DetectorConfiguration; 1; 
(0x0018,0x7006); LT; Detector; DetectorDescription; 1; 
(0x0018,0x7008); LT; Detector Mode; DetectorMode; 1; 
(0x0018,0x700A); SH; Detector ID; DetectorID; 1; 
(0x0018,0x700C); DA; Detector; DateOfLastDetectorCalibration; 1; 
(0x0018,0x700E); TM; Detector; TimeOfLastDetectorCalibration; 1; 
(0x0018,0x7010); IS; Detector Since Last; ExposuresOnDetectorSinceLastCalibration; 1; 
(0x0018,0x7011); IS; Detector Since; ExposuresOnDetectorSinceManufactured; 1; 
(0x0018,0x7012); DS; Detector Time Since; DetectorTimeSinceLastExposure; 1; 
(0x0018,0x7014); DS; Detector Active; DetectorActiveTime; 1; 
(0x0018,0x7016); DS; Offset From; DetectorActivationOffsetFromExposure; 1; 
(0x0018,0x701A); DS; Detector Binning; DetectorBinning; 2; 
(0x0018,0x7020); DS; Detector Element; DetectorElementPhysicalSize; 2; 
(0x0018,0x7022); DS; Detector Element; DetectorElementSpacing; 2; 
